year,month,current_max_num,final_max_num
2023,1,13591,13591
2023,2,8267,0
2023,3,3199,0
2023,4,0,0
2023,5,0,0
2023,6,0,0
2023,7,0,0
2023,8,0,0
2023,9,0,0
2023,10,0,0
2023,11,0,0
2023,12,0,0
