year,month,current_max_num,final_max_num
2020,1,5643,0
2020,2,0,0
2020,3,0,0
2020,4,0,0
2020,5,0,0
2020,6,0,0
2020,7,0,0
2020,8,0,0
2020,9,0,0
2020,10,0,0
2020,11,0,0
2020,12,0,0
