year,month,current_max_num,final_max_num
2021,1,11,0
2021,2,0,0
2021,3,0,0
2021,4,0,0
2021,5,0,0
2021,6,0,0
2021,7,0,0
2021,8,0,0
2021,9,0,0
2021,10,0,0
2021,11,0,0
2021,12,0,0
