year,month,current_max_num,final_max_num
2019,1,5299,0
2019,2,0,0
2019,3,0,0
2019,4,0,0
2019,5,0,0
2019,6,0,0
2019,7,0,0
2019,8,0,0
2019,9,0,0
2019,10,0,0
2019,11,0,0
2019,12,0,0
